LONG;LAT;ID;PERIODO;CATEGORIA;ESTABLECIM;HABITACION;PLAZAS;DOMICILIO;TELEFONO;MAIL;WEB;DOM_NORMA;CALLE;ALTURA;BARRIO;COMUNA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO
-58,3845549489;-34,6278111008;163;2017;HOTEL 3;IRUN;46;92;SANTIAGO DEL ESTERO 1671;4306-0018;CONTACTO@HOTELPAPI.COM.AR;HTTP://WWW.HOTELIRUN.COM.AR/;SANTIAGO DEL ESTERO 1671;SANTIAGO DEL ESTERO;1671;CONSTITUCION;COMUNA 1;1136;C1136ABI
-58,4407086989;-34,5735006008;164;2017;HOTEL 1;KEY'S HOTEL;25;50;ZAPATA 315;4778-3233;RESERVAS@HOTELKEYS.COM.AR;HTTP://WWW.HOTELKEYS.COM.AR/;ZAPATA 315;ZAPATA;315;PALERMO;COMUNA 14;1426;C1426AEE
-58,3949592689;-34,5906392008;165;2017;HOSP. B;LION D'OR;28;51;PACHECO DE MELO 2019;4803-8992;HOTEL_LIONDOR@YAHOO.COM.AR;HTTP://WWW.HOTEL-LIONDOR.COM.AR/;PACHECO DE MELO, JOSE ANDRES 2019;PACHECO DE MELO, JOSE ANDRES;2019;RECOLETA;COMUNA 2;1126;C1126AAE
-58,3846145889;-34,6076907608;166;2017;HOTEL 2;LISBOA;46;97;MITRE BARTOLOME 1282;4381-2152;RESERVAS@HOTELPRESIDENTE.COM.AR;HTTP://WWW.HOTEL-LISBOA.COM.AR/;MITRE, BARTOLOME 1282;MITRE, BARTOLOME;1282;SAN NICOLAS;COMUNA 1;1036;C1036AAX
-58,3714820189;-34,6252092108;167;2017;HOTEL 2;LOS TRES REYES;44;102;BRASIL 423;4300-9456;RESERVAS@HOTELCUATROREYES.COM;HTTP://WWW.HOTELLOSTRESREYES.COM.AR/;423 BRASIL;BRASIL;423;SAN TELMO;COMUNA 1;1154;C1154AAE
-58,3934124489;-34,6063139908;168;2017;HOTEL 3;LYON HOTEL;76;200;RIOBAMBA 251;4372-0100 / 09;INFO@DESIGNCE.COM;HTTP://WWW.HOTEL-LYON.COM.AR/;RIOBAMBA 251;RIOBAMBA;251;BALVANERA;COMUNA 3;1025;C1025ABE
-58,3623452689;-34,6173512208;169;2017;HOTEL 4;HOTEL MADERO BUENOS AIRES;193;386;ROSARIO VERA PEÑALOZA 360;5776-7777;RESERVAS@MORENOBUENOSAIRES.COM;HTTP://WWW.HOTELMADERO.COM/EN;VERA PEÑALOZA,  ROSARIO 360;VERA PEÑALOZA,  ROSARIO;360;PUERTO MADERO;COMUNA 1;1107;C1107CGH
-58,3843055589;-34,6090704808;170;2017;HOTEL 2;MARBELLA HOTEL;78;154;DE MAYO AV. 1261;4383-8566;RESERVAS@GRANDKING.COM.AR;HTTP://WWW.HOTELMARBELLA.COM.AR/;1261 DE MAYO AV.;DE MAYO AV.;1261;MONSERRAT;COMUNA 1;1085;C1085ABC
-58,4642759389;-34,5557571008;171;2017;HOTEL 1;MORDOMO;22;42;CIUDAD DE LA PAZ 2942;4544-2711 / 4545-1263;HOTELMORDOMO@YAHOO.COM.AR;HTTP://WWW.HOTELMORDOMO.COM/;2942 CIUDAD DE LA PAZ;CIUDAD DE LA PAZ;2942;NUÑEZ;COMUNA 13;1429;C1429ACB
-58,3857289689;-34,6089301008;172;2017;HOTEL 3;NAPOLEON HOTEL;60;120;RIVADAVIA 1364;5353-2031;INFO@HOTELPLAZAROMA.COM.AR / RESERVAS@HOTELPLAZAROMA.COM.AR;HTTP://WWW.HOTEL-NAPOLEON.COM.AR/;RIVADAVIA AV. 1364;RIVADAVIA AV.;1364;MONSERRAT;COMUNA 1;1033;C1033AAQ
-58,3910147589;-34,6052938108;173;2017;HOTEL 3;NORMANDIE HOTEL;59;118;RODRIGUEZ PEÑA 320;4371-7001 AL 06;INFO@CASACALMAHOTEL.COM;HTTP://WWW.HOTELNORMANDIE.COM.AR/;RODRIGUEZ PEÑA 320;RODRIGUEZ PEÑA;320;SAN NICOLAS;COMUNA 1;1020;C1020ADH
-58,3837587989;-34,6208465508;174;2017;HOSP. B;ODEON;72;100;HUMBERTO 1 1257;4326-0128;INFO@ARTFACTORYBA.COM.AR;HTTP://WWW.HOTELODEON.COM.AR;1257 HUMBERTO 1;HUMBERTO 1;1257;CONSTITUCION;COMUNA 1;1103;C1103ACY
-58,3837587989;-34,6208465508;175;2017;HOSP. A;ODEON;25;56;HUMBERTO 1 1257;4326-0128;INFO@HOSTELESTACIONBUENOSAIRES.COM;HTTP://WWW.HOTELODEON.COM.AR;1257 HUMBERTO 1;HUMBERTO 1;1257;CONSTITUCION;COMUNA 1;1103;C1103ACY
-58,4093985289;-34,5955559608;176;2017;HOTEL 1;OMEGA;19;34;PARAGUAY 2991;4962-5431;INFO@HOTELESTILOMB.COM.AR.;HTTP://WWW.HOTELOMEGA.COM.AR/;PARAGUAY 2991;PARAGUAY;2991;RECOLETA;COMUNA 2;1425;C1425BRI
-58,4239870589;-34,5785697108;177;2017;HOTEL 2;PACIFICO HOTEL;41;83;ORO 2554;4771-4071;RESERVAS@HOTELPACIFICO.COM.AR;HTTP://WWW.HOTELPACIFICO.COM.AR/;FRAY JUSTO SANTAMARIA DE ORO 2554;FRAY JUSTO SANTAMARIA DE ORO;2554;PALERMO;COMUNA 14;1425;C1425FOL
-58,3901425389;-34,6131581108;178;2017;HOTEL 1;PALACE SOLIS;51;113;SOLIS 0352/56;4371-7428 / 6266;TURISTAHOTEL@YAHOO.COM.AR;HTTP://WWW.HOTELPALACESOLIS.COM-BUENOSAIRES.COM/ES/;SOLIS 352;SOLIS;352;MONSERRAT;COMUNA 1;1078;C1078AAH
-58,4706215189;-34,6258810608;179;2017;HOSP. B;PAPI;35;69;AVELLANEDA AV. 2821;4611-8177;ADMINISTRACION@DANDIROYAL.COM.AR;HTTP://WWW.HOTELPAPI.COM.AR/;2821 AVELLANEDA AV.;AVELLANEDA AV.;2821;FLORES;COMUNA 7;1406;C1406FZA
-58,3904066089;-34,6084034508;180;2017;HOTEL 3;PARLAMENTO HOTEL;55;83;RODRIGUEZ PEÑA 61;4374-1410;RESERVAS@TRITONEHOTEL.COM.AR / RECEPCION@TRITONEHOTEL.COM.AR;HTTP://WWW.HOTELPARLAMENTO.COM.AR/;RODRIGUEZ PEÑA 61;RODRIGUEZ PEÑA;61;SAN NICOLAS;COMUNA 1;1020;C1020ADA
-58,3692647089;-34,6019957608;181;2017;HOTEL 2;PLAZA ROMA;65;150;LAVALLE 110;4311-1679;INFO@TORRE-HOTEL.COM.AR;HTTP://WWW.HOTELPLAZAROMA.COM/ES;LAVALLE 110;LAVALLE;110;SAN NICOLAS;COMUNA 1;1047;C1047AAD
-58,4057150689;-34,5920208408;182;2017;HOTEL 2;PRINCIPE NORTE HOTEL;22;45;LAPRIDA 1454;4821-9818;INFO@HOTELRIO.COM.AR;HTTP://WWW.HOTEL-PRINCIPE.COM.AR/;LAPRIDA 1454;LAPRIDA;1454;RECOLETA;COMUNA 2;1425;C1425EKJ
-58,3736236489;-34,5963851808;183;2017;HOTEL 3;PROMENADE HOTEL;61;145;ALVEAR, MARCELO T. DE 444;4312-5681;HOTELCENTRALARGENTINO@YAHOO.COM.AR;HTTP://WWW.HOTELPROMENADE.COM.AR/;444 ALVEAR, MARCELO T. DE;ALVEAR, MARCELO T. DE;444;RETIRO;COMUNA 1;1058;C1058AAD
-58,3783348589;-34,6022105408;184;2017;HOTEL 3;REGIS HOTEL;84;190;LAVALLE 813;4327-2614;ALTOSBB@HOTMAIL.COM;HTTP://WWW.HOTEL-REGIS.COM.AR/;LAVALLE 813;LAVALLE;813;SAN NICOLAS;COMUNA 1;1047;C1047AAQ
-58,3755902789;-34,6090631208;185;2017;HOTEL 4;REINO DEL PLATA;41;112;HIPOLITO YRIGOYEN 647;5272-4000;REGISVENTAS@ORHO-HOTELES.COM.AR;HTTP://WWW.HOTELREINODELPLATA.COM.AR/INDEX_B.PHP;YRIGOYEN, HIPOLITO 647;YRIGOYEN, HIPOLITO;647;MONSERRAT;COMUNA 1;1086;C1086AAI
-58,3822290489;-34,6042563608;186;2017;HOTEL 4;HOTEL GLOBALES REPUBLICA WELLNESS & SPA;209;384;CERRITO 370;4382 5050;RES.REPUBLICA@HOTELESGLOBALES.COM;HTTP://WWW.HOTELREPUBLICA.COM.AR/ESPANOL/;CERRITO 370;CERRITO;370;SAN NICOLAS;COMUNA 1;1010;C1010AAH
-58,3934281189;-34,6147081908;187;2017;HOSP. B;REY;28;56;COMBATE DE LOS POZOS 471;4942-8412;INFO@HOTELREYNA.COM.AR;HTTP://WWW.HOTEL-REY.COM.AR/;471 COMBATE DE LOS POZOS;COMBATE DE LOS POZOS;471;BALVANERA;COMUNA 3;1080;C1080AAE
-58,3961021889;-34,6090403208;188;2017;HOTEL 2;RODNEY  HOTEL;54;96;JUNIN 35/37;4953-3232;ADMINISTRACION@HOTELRODNEY.COM.AR;HTTP://WWW.HOTELRODNEYBA.COM/;JUNIN 35;JUNIN;35;BALVANERA;COMUNA 3;1026;C1026ABA
-58,3823007989;-34,6060495508;189;2017;HOTEL 4;SALLES HOTEL;80;170;CERRITO 208;4382-0090;INFO@HOTELSALLES.COM.AR / RESERVAS@HOTELSALLES.COM.AR;HTTP://WWW.HOTELSALLES.COM.AR/;208 CERRITO;CERRITO;208;SAN NICOLAS;COMUNA 1;1010;C1010AAF
-58,3944774789;-34,6056318708;190;2017;HOTEL 3;SARMIENTO PALACE HOTEL;100;230;SARMIENTO 1953/55;4953-3404 / 13;RESERVAS@525HOTEL.COM;HTTP://WWW.HOTELSARMIENTO.COM.AR/;SARMIENTO 1953;SARMIENTO;1953;BALVANERA;COMUNA 3;1044;C1044AAC
-58,4628712089;-34,5543430208;191;2017;HOTEL 3;SARUM;48;96;QUESADA 2370;4704-0034;INFO@HOTELSARUM.COM.AR;HTTP://WWW.HOTELSARUM.COM.AR/;QUESADA 2370;QUESADA;2370;NUÑEZ;COMUNA 13;1429;C1429COJ
-58,3799358089;-34,6085195908;192;2017;HOTEL 3;SPLENDID HOTEL;50;107;RIVADAVIA 950;4345-2800;RESERVAS@SUITESCATALINAS.COM.AR;HTTP://WWW.HOTEL-SPLENDID.COM.AR/;RIVADAVIA AV. 950;RIVADAVIA AV.;950;MONSERRAT;COMUNA 1;1002;C1002AAU
-58,3722671489;-34,5975749608;193;2017;HOTEL 2;TRES SARGENTOS HOTEL;56;125;TRES SARGENTOS 345;4312-6081;HOTELLASFAMILIAS@CIUDAD.COM.AR HOTELLASFAMILIAS@CIUDAD.COM.AR;HTTP://WWW.HOTELTRESSARGENTOS.COM.AR/;TRES SARGENTOS 345;TRES SARGENTOS;345;RETIRO;COMUNA 1;1054;C1054ABA
-58,3845047589;-34,6074674008;194;2017;APART HOTEL 3;TRIBECA BUENOS AIRES APART;32;90;B. MITRE 1265;4370 9900 / 4372 5444;INFO@HOTELTRIBECA.COM.AR;HTTP://WWW.HOTELTRIBECA.COM.AR/;MITRE, BARTOLOME 1265;MITRE, BARTOLOME;1265;SAN NICOLAS;COMUNA 1;1036;C1036AAW
-58,3761132189;-34,6088660708;195;2017;HOTEL 1;TURISTA HOTEL;32;72;DE MAYO AV. 686;4331-2281 / 2485;RESERVAS@PANAMERICANO.US;HTTP://WWW.HOTELTURISTA.COM-BUENOSAIRES.COM/;686 DE MAYO AV.;DE MAYO AV.;686;MONSERRAT;COMUNA 1;1084;C1084AAO
-58,3855160889;-34,6095153208;196;2017;HOTEL 2;GRAN VEDRA;33;61;DE MAYO AV. 1350;4383-0584;CAMAROPH@CIUDAD.COM.AR;HTTP://WWW.HOTELVEDRA.COM.AR/;1350 DE MAYO AV.;DE MAYO AV.;1350;MONSERRAT;COMUNA 1;1085;C1085ABQ
-58,3863402689;-34,6003797308;197;2017;APART;VIAMONTE BUENOS AIRES APART;43;86;VIAMONTE 1373;4371-9993 / 7099 / 2022;INFO@HOTELVIAMONTE.COM.AR;HTTP://WWW.HOTELVIAMONTE.COM.AR/;VIAMONTE 1373;VIAMONTE;1373;SAN NICOLAS;COMUNA 1;1053;C1053ACA
-58,3933459789;-34,5952113308;198;2017;HOTEL 4;WILTON HOTEL;95;200;CALLAO 1162/64;4811 1818 / 1993;INFO@HOTELWILTON.COM.AR / RESERVAS@HOTELWILTON.COM.AR;HTTP://WWW.HOTELWILTON.COM.AR/;CALLAO AV. 1162;CALLAO AV.;1162;RECOLETA;COMUNA 2;1023;C1023AAR
-58,3792423889;-34,6049786608;199;2017;HOTEL 4;HR LUXOR (EX RECONQUISTA LUXOR);72;152;AV. ROQUE SAENZ PEÑA 890;4328 9400;RESERVAS@HRLUXOR.COM;HTTP://WWW.HRLUXOR.COM/;SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 890;SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV.;890;SAN NICOLAS;COMUNA 1;1035;C1035AAQ
-58,3848931589;-34,6156404008;200;2017;REG DE PREST;IMAGINE HOTEL BOUTIQUE;11;28;MEXICO 1330;4383-2230;INFO@TANGO-HOTEL.COM.AR;HTTP://WWW.IMAGINEHOTELBOUTIQUE.COM/;MEXICO 1330;MEXICO;1330;MONSERRAT;COMUNA 1;1097;C1097ABB
-58,3821263289;-34,6097865608;201;2017;HOTEL 3;IMPERIAL PARK;60;120;LIMA 107 - HIPOLITO YRIGOYEN 108;4383-0555;NHLATINO@NH-HOTELS.COM;HTTP://WWW.IMPERIALPARKHOTEL.COM/ES/INDEX;LIMA 107;LIMA;107;MONSERRAT;COMUNA 1;1073;C1073AAC
-58,4138213989;-34,5850657308;202;2017;REG DE PREST;INFINITO HOTEL ECO DESIGN;28;56;ARENALES 3689;4832-1060;INFO@INFINITOHOTEL.COM;HTTP://WWW.INFINITOHOTEL.COM/ES/INICIO/;3689 ARENALES;ARENALES;3689;PALERMO;COMUNA 14;1425;C1425BEW
-58,3950196189;-34,6046708308;203;2017;APART HOTEL 2;INTERSUR SUITES;88;251;CORRIENTES AV. 1984;5246-1500;RESERVAS@HOTELBELAIR.COM.AR;HTTP://WWW.INTERSURSUITES.COM.AR/INTERSURSUITES/ES/;1984 CORRIENTES AV.;CORRIENTES AV.;1984;BALVANERA;COMUNA 3;1045;C1045AAO
-58,3721576189;-34,6121739108;204;2017;REG DE PREST;KENTON PALACE;82;284;DEFENSA 375;4331-2020;INFO@AMERICAPLAZAHOTEL.COM.AR;HTTP://WWW.KENTONPALACEBSAS.COM.AR/;375 DEFENSA;DEFENSA;375;MONSERRAT;COMUNA 1;1065;C1065AAE
-58,3881648489;-34,6153679608;205;2017;REG DE PREST;KILCA HOSTEL & BACKPACKER;5;13;MEXICO 1545;4381-1966;RESERVAS@MUNDIALHOTEL.COM.AR;HTTP://WWW.KILCABACKPACKER.COM/INDEX.PHP/ES/;MEXICO 1545;MEXICO;1545;MONSERRAT;COMUNA 1;1097;C1097ABE
-58,3755800689;-34,6031581608;206;2017;HOTEL 2;KING'S HOTEL;50;99;CORRIENTES AV. 623;4322-8461 / 8161;INFO@HOTELCLUBFRANCES.COM.AR;HTTP://WWW.KINGSHOTEL.COM.AR/;623 CORRIENTES AV.;CORRIENTES AV.;623;SAN NICOLAS;COMUNA 1;1043;C1043AAG
-58,3727699889;-34,6015119808;207;2017;HOTEL 4;LAFAYETTE;83;179;RECONQUISTA 546;4393-9081;INFO@PLAYHOSTEL.COM;HTTP://WWW.LAFAYETTEHOTEL.COM.AR/;RECONQUISTA 546;RECONQUISTA;546;SAN NICOLAS;COMUNA 1;1003;C1003ABL
-58,4268649689;-34,5875909408;208;2017;REG DE PREST;LEGADO MITICO;10;20;GURRUCHAGA 1848;4833-1300;RESERVASBSAS@LEGADOMITICO.COM;HTTP://WWW.LEGADOMITICO.COM/;GURRUCHAGA 1848;GURRUCHAGA;1848;PALERMO;COMUNA 14;1414;C1414DIL
-58,3756584989;-34,6035245308;209;2017;HOTEL 3;LIBERTY HOTEL;94;190;CORRIENTES AV. 632;5279-0000;RESERVATIONS.BUE@FOURSEASONS.COM;HTTP://WWW.LIBERTY-HOTEL.COM.AR/;632 CORRIENTES AV.;CORRIENTES AV.;632;SAN NICOLAS;COMUNA 1;1043;C1043AAT
-58,3793450189;-34,5940628908;210;2017;APART;LOI SUITES ARENALES;76;193;ARENALES 855;4324 9400;ARENALES@LOISUITES.COM.AR;HTTP://WWW.LOISUITES.COM.AR/ES/HOTEL/LOI-SUITES-ARENALES-APART-HOTEL;ARENALES 855;ARENALES;855;RETIRO;COMUNA 1;1061;C1061AAC
-58,3791105089;-34,5964670708;211;2017;APART;LOI SUITES ESMERALDA;101;381;MARCELO T. DE ALVEAR 842;4131 6800;ESMERALDA@LOISUITES.COM.AR;HTTP://WWW.LOISUITES.COM.AR/ES/HOTEL/LOI-SUITES-ESMERALDA-APART-HOTEL;ALVEAR, MARCELO T. DE 842;ALVEAR, MARCELO T. DE;842;RETIRO;COMUNA 1;1058;C1058AAL
-58,3923575389;-34,5894729108;212;2017;HOTEL 5;LOI SUITES RECOLETA HOTEL;112;224;VICENTE LOPEZ 1955;5777-8950;RECOLETA@LOISUITES.COM.AR;HTTP://WWW.LOISUITES.COM.AR/ES/HOTEL/LOI-SUITES-RECOLETA-HOTEL;LOPEZ, VICENTE 1955;LOPEZ, VICENTE;1955;RECOLETA;COMUNA 2;1128;C1128ACC
-58,4077615689;-34,6104144008;213;2017;HOTEL 3;LUEY;71;142;RIVADAVIA 2902;4862-3873 / 4866-4427;NORMANDIE@HOTELNORMANDIE.COM.AR;HTTP://WWW.LUEY.COM.AR/;RIVADAVIA AV. 2902;RIVADAVIA AV.;2902;BALVANERA;COMUNA 3;1203;C1203AAO
-58,3928498289;-34,6180356808;214;2017;REG DE PREST;LUZ Y FUERZA PATAGONIA;21;42;INDEPENDENCIA AV. 1877;4384-1102;HOTELCEVALLOS@HOTMAIL.COM;HTTP://WWW.LUZYFUERZAPATAGONIACABA.COM.AR/;1877 INDEPENDENCIA AV.;INDEPENDENCIA AV.;1877;BALVANERA;COMUNA 3;1225;C1225AAA
-58,3770776189;-34,6188087908;215;2017;REG DE PREST;MANSION DANDI ROYAL;15;30;PIEDRAS 0922;4307-7623;CONTACTO@HHISPANOARGENTINO.COM.AR;HTTP://WWW.MANSIONDANDIROYAL.COM/;PIEDRAS 922;PIEDRAS;922;SAN TELMO;COMUNA 1;1070;C1070AAT
-58,3710904489;-34,6192909708;216;2017;REG DE PREST;MANSION VITRAUX;11;26;CALVO, CARLOS 369;4300-6886;;HTTP://WWW.MANSIONVITRAUX.COM/;369 CALVO, CARLOS;CALVO, CARLOS;369;SAN TELMO;COMUNA 1;1102;C1102AAG
-58,3952818189;-34,6080040108;217;2017;HOTEL 2;MARI PLAZA HOTEL;27;57;MITRE, BARTOLOME 2021;4952-8359;INFO@MEDRANOPLAZAHOTEL.COM.AR;HTTP://WWW.MARIPLAZAHOTEL.COM.AR/INDEX.PHP/ES/;2021 MITRE, BARTOLOME;MITRE, BARTOLOME;2021;BALVANERA;COMUNA 3;1039;C1039AAE
-58,4206988089;-34,5997925908;218;2017;HOSP. A;MEDRANO PLAZA HOTEL;30;66;MEDRANO 874;4864-1631;RESERVAS@HOTELPACIFICO.COM.AR;HTTP://WWW.MEDRANOPLAZAHOTEL.COM.AR/;MEDRANO AV. 874;MEDRANO AV.;874;ALMAGRO;COMUNA 5;1179;C1179AAP
-58,3741078789;-34,6024459108;219;2017;HOTEL 4;TRYP BUENOS AIRES;62;209;SAN MARTIN 474;5222-9600;RESERVAS@DUQUEHOTEL.COM;HTTP://WWW.MELIA.COM/TRYP-BUENOS-AIRES;SAN MARTIN 474;SAN MARTIN;474;SAN NICOLAS;COMUNA 1;1004;C1004AAJ
-58,3891381489;-34,6049802508;220;2017;HOTEL 1;MILAN;45;96;MONTEVIDEO 337;4373-0759 / 4374-1906;RESERVAS@HOTELDOLMEN.COM.AR;HTTP://WWW.MILANHOTEL.COM.AR/;MONTEVIDEO 337;MONTEVIDEO;337;SAN NICOLAS;COMUNA 1;1019;C1019ABG
-58,4289529889;-34,5910661808;221;2017;HOTEL 2;MINE HOTEL BOUTIQUE;20;49;GORRITI 4770;4832-1100;INFO@MINEHOTEL.COM;HTTP://WWW.MINEHOTEL.COM/ES/;GORRITI 4770;GORRITI;4770;PALERMO;COMUNA 14;1414;C1414BJL
-58,4277698689;-34,5842361008;222;2017;REG DE PREST;MIRAVIDA SOHO;6;11;DARREGUEYRA 2050;4774-6433;INFO@MIRAVIDASOHO.COM;HTTP://WWW.MIRAVIDASOHO.COM/BLANK-UP6P9;2050 DARREGUEYRA;DARREGUEYRA;2050;PALERMO;COMUNA 14;1425;C1425FLN
-58,3847538989;-34,6094630408;223;2017;HOTEL 2;NUEVO MUNDIAL HOTEL;97;201;DE MAYO AV. 1298;4383-0011;FLORIDA@HOSTELSUITES.COM;HTTP://WWW.MUNDIALHOTEL.COM.AR/;1298 DE MAYO AV.;DE MAYO AV.;1298;MONSERRAT;COMUNA 1;1085;C1085ABP
-58,3794512889;-34,6087375408;224;2017;HOTEL 2;NOVEL HOTEL;46;72;DE MAYO AV. 915;4345-3532;INFO@LAFAYETTEHOTEL.COM.AR;HTTP://WWW.NOVELHOTEL.COM.AR/;915 DE MAYO AV.;DE MAYO AV.;915;MONSERRAT;COMUNA 1;1084;C1084AAE
-58,3807120389;-34,6039595308;225;2017;HOTEL 4;OBELISCO CENTER SUITES;102;204;ROQUE SAENZ PEÑA 991;4326-0909;INFO@MALABIAHOUSE.COM.AR;HTTP://WWW.OBELISCOHOTEL.COM.AR/ES/INDEX.PHP;SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 991;SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV.;991;SAN NICOLAS;COMUNA 1;1035;C1035AAE
-58,4044193989;-34,6132213808;226;2017;HOSP. A;ONCE PLAZA;21;62;MORENO 2717 PB;4932-5400;INFO@ONCEPLAZAHTELDOS.COM.AR;HTTP://WWW.ONCEPLAZAHOTEL2.COM.AR/;MORENO 2717;MORENO;2717;BALVANERA;COMUNA 3;1094;C1094ABS
-58,4226659789;-34,5771483408;227;2017;APART HOTEL 1;ORO APPART;22;38;FRAY JUSTO SANTAMARIA DE ORO 2706;4899-0230/ 0264;RESERVAS@OROAPARTHOTEL.COM.AR;HTTP://WWW.OROAPARTHOTEL.COM.AR/;2706 FRAY JUSTO SANTAMARIA DE ORO;FRAY JUSTO SANTAMARIA DE ORO;2706;PALERMO;COMUNA 14;1425;C1425FOP
-58,3756219889;-34,6163644508;228;2017;REG DE PREST;OSTINATTO HOSTEL;12;42;CHILE 680;4300-2535;LUEY@ARNET.COM.AR;HTTP://WWW.OSTINATTO.COM/;680 CHILE;CHILE;680;SAN TELMO;COMUNA 1;1098;C1098AAN
-58,4238322089;-34,5789980208;229;2017;APART HOTEL 2;PALERMO SUITES BUENOS AIRES APARTMENTS;38;106;FRAY JUSTO SANTAMARIA DE ORO 2529;5197-5800;RESERVAS@PALERMOSUITES.NET;HTTP://WWW.PALERMOSUITES.NET/;2529 FRAY JUSTO SANTAMARIA DE ORO;FRAY JUSTO SANTAMARIA DE ORO;2529;PALERMO;COMUNA 14;1425;C1425FOK
-58,4322271089;-34,5789545908;230;2017;REG DE PREST;PALO SANTO HOTEL;26;52;BONPLAND 2275;5280-6100;INFO@PALOSANTOHOTEL.COM;HTTP://WWW.PALOSANTOHOTEL.COM/;BONPLAND 2275;BONPLAND;2275;PALERMO;COMUNA 14;1425;C1425FWC
-58,3801748489;-34,5953622708;231;2017;APART;PARK ROYAL BUENOS AIRES;58;116;SUIPACHA 1092;4328-4740 / 5093-7007;RESERVATIONSBUE@PARK-ROYALHOTELS.COM;HTTP://WWW.PARKROYAL.COM.AR/;SUIPACHA 1092;SUIPACHA;1092;RETIRO;COMUNA 1;1008;C1008AAV
-58,3823691189;-34,6046669708;232;2017;HOTEL 4;CAESAR PARK SILVER OBELISCO;74;148;CERRITO 328;4106-4444;HOTELCARLTON@SOLANS.COM;HTTP://WWW.PARKSILVEROBELISCO.COM/;328 CERRITO;CERRITO;328;SAN NICOLAS;COMUNA 1;1010;C1010AAH
-58,4240744289;-34,5868843608;233;2017;REG DE PREST;PLAY HOSTEL;5;16;GUATEMALA 4636;4832-4257;INFO@PLAYHOSTEL.COM;HTTP://WWW.PLAYHOSTEL.COM/;GUATEMALA 4636;GUATEMALA;4636;PALERMO;COMUNA 14;1425;C1425BUL
-58,3751941389;-34,5961040608;234;2017;HOTEL 5;PLAZA HOTEL BUENOS AIRES;320;640;FLORIDA 1005;4318-3000;RESERVAS@GRANHOTELDELAPAIX.COM.AR;HTTP://WWW.PLAZAHOTELBA.COM/DEFAULT-ES.HTML;1005 FLORIDA;FLORIDA;1005;RETIRO;COMUNA 1;1005;C1005AAU
-58,4389776389;-34,5956525508;235;2017;REG DE PREST;POP HOTEL;43;86;JUAN RAMIREZ DE VELASCO 795;4776-6900;RESERVAS@562NOGAROHOTEL.COM;HTTP://WWW.POPHOTELSBUENOSAIRES.COM/;RAMIREZ DE VELASCO, JUAN 795;RAMIREZ DE VELASCO, JUAN;795;VILLA CRESPO;COMUNA 15;1414;C1414AQO
-58,3784421189;-34,5997824608;236;2017;HOTEL 4;POSTA CARRETAS;45;122;ESMERALDA 726;4394-1625 / 322-8567;INFO@HOTEL-PALERMO.COM.AR;HTTP://WWW.POSTACARRETAS.COM.AR/;726 ESMERALDA;ESMERALDA;726;SAN NICOLAS;COMUNA 1;1007;C1007ABH
-58,3905702589;-34,5948524708;237;2017;HOTEL 1;PRINCE HOTEL;44;92;ARENALES 1627;4811-8004;VENTAS@BROADWAY-SUITES.COM.AR;HTTP://WWW.PRINCEHOTEL.COM.AR/;1627 ARENALES;ARENALES;1627;RECOLETA;COMUNA 2;1061;C1061AAS
-58,3740077889;-34,5972281108;238;2017;HOTEL 4;PRINCIPADO;96;208;PARAGUAY 481;43182-3912 / 4313-3022;ADMINISTRACION@HOTELRODNEY.COM.AR;HTTP://WWW.PRINCIPADO.COM.AR/;PARAGUAY 481;PARAGUAY;481;RETIRO;COMUNA 1;1057;C1057AAC
-58,4218161589;-34,6154482408;239;2017;REG DE PREST;RACO;11;30;YAPEYU 269;3530-6075;INFO@HOTELVEDRA.COM.AR;HTTP://WWW.RACODEBUENOSAIRES.COM.AR/;YAPEYU 269;YAPEYU;269;ALMAGRO;COMUNA 5;1202;C1202ACE
-58,4675899089;-34,6316054608;240;2017;HOTEL 2;REAL SPLENDID;42;76;FALCON, RAMON L.,CNEL. 2799;4611-3279;INFO@ASTORHOTELES.COM.AR;HTTP://WWW.REALSPLENDIDHOTEL.COM.AR/;2799 FALCON, RAMON L.,CNEL.;FALCON, RAMON L.,CNEL.;2799;FLORES;COMUNA 7;1406;C1406GOC
-58,3865719189;-34,5972029008;241;2017;HOTEL 4;KER RECOLETA [EX BLUE TREE RECOLETA KER (EX H.J.RECOLETA)];92;198;MT DE ALVEAR 1368;5277-4600;RECEPCION@HOTELAYB.COM;HTTP://WWW.RECOLETA.KERHOTELES.COM.AR/;ALVEAR, MARCELO T. DE 1368;ALVEAR, MARCELO T. DE;1368;RETIRO;COMUNA 1;1058;C1058AAV
-58,3800937089;-34,5969767508;242;2017;HOTEL 4;REGENTE PALACE HOTEL;139;320;SUIPACHA 0964/66/68;4328-6800;RESERVAS@GALERIASHOTEL.COM.AR;HTTP://WWW.REGENTE.COM/;SUIPACHA 964;SUIPACHA;964;RETIRO;COMUNA 1;1008;C1008AAT
