X;Y;ID;NOMBRE;DIRECCION;PISO_DPTO;CP;CPA;BARRIO;COMUNA;DIAS_Y_HOR;TELEFONOS;EMAIL;WEB;ACTIVIDAD;DEPENDE;PUBLICO;SECTOR;ACTIV
-34.59587413979983;-58.40531287153293;881;LA 100 FM 99.9;MANSILLA, LUCIO NORBERTO, GENERAL 2668;PISO 3;1425;C1425BPD;RECOLETA;COMUNA 2;;4535-8100;LA100@LA100.COM;WWW.CIENRADIOS.COM.AR/ARGENTINA/LA_100/HOME;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.623042506278516;-58.37084329475229;882;ESPACIO GIESSO;COCHABAMBA 370;;1150;C1150AAD;SAN TELMO;COMUNA 1;LUNES A VIERNES DE 16:00 A 19:00.;5080-0528;;;GALERIA DE ARTE;NONE;GENERAL;PRIVADO;
-34.57580378490608;-58.451585456504645;883;ROCK AND POP FM 95.9;FREIRE, RAMON, CAP. GRAL. 932;;1426;C1426AVT;COLEGIALES;COMUNA 13;;4556-8200;;HTTP://WWW.FMROCKANDPOP.COM/;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.591485085599615;-58.38088823195952;884;VYP GALERIAS;ARROYO 959;;1007;C1007AAC;RETIRO;COMUNA 1;LUNES A VIERNES DE 13:00 A 19:00. SABADO DE 11:00 A 13:00.;4325-8175;VYPGALERIA@FIBERTEL.COM.AR;;GALERIA DE ARTE;NONE;GENERAL;PRIVADO;
-34.57580378490608;-58.451585456504645;885;METRO FM 95.1;FREIRE, RAMON, CAP. GRAL. 932;;1426;C1426AVT;COLEGIALES;COMUNA 13;;4778-6120 / 4778-6762;INFO@METRO951.COM;WWW.METRO951.COM;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.61812553135701;-58.375844085732986;886;GALERIA DE ARTE SYLVIA VESCO;CHACABUCO 866;;1069;C1069AAR;SAN TELMO;COMUNA 1;;154086-1647;;WWW.SYLVIAVESCOARTE.COM.AR;GALERIA DE ARTE;NONE;GENERAL;PRIVADO;
-34.605367766748735;-58.388585025559074;887;LA 2X4 FM 92.7;SARMIENTO 1551;PISO 8;1042;C1042ABC;SAN NICOLAS;COMUNA 1;;5371-4637;LA2X4@BUENOSAIRES.GOV.AR;HTTP://WWW.BUENOSAIRES.GOV.AR/LA2X4;RADIO LOCAL (AM Y FM);SECRETARIA DE MEDIOS;GENERAL;ESTADO MUNICIPAL;
-34.59727984169545;-58.4286552100345;888;GRUPO SUAR S.R.L.;LAVALLEJA 1021;;1414;C1414DTU;VILLA CRESPO;COMUNA 15;;4866-3543;CIEN@CIENANIOSDEPERDON.COM.AR;WWW.CIENANIOSDEPERDON.COM.AR;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.58404524752558;-58.46166688948241;889;BDF BUEN DIA FILMS;GUEVARA 1282;;1427;C1427BSF;VILLA ORTUZAR;COMUNA 15;;3966-7074;CUCHO@BUENDIAFILMS.COM.AR;WWW.BUENDIAFILMS.COM.AR;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.582116520287876;-58.44084713555125;890;RADIO DEL PLATA AM 1030;GORRITI 5963;;1414;C1414BKK;PALERMO;COMUNA 14;;5279-4600;;WWW.AMDELPLATA.COM;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.550869247091335;-58.44827959511309;891;LUNATICA FILMS ARGENTINA;MENDEZ, NICANOR 2540;PB DPTO A;1428;C1428CAB;BELGRANO;COMUNA 13;;4783-3603 / 4774-9719;;WWW.LUNATICAFILMS.COM.AR;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.540623103560016;-58.471909358313766;892;14 AL CENTRO;DEHEZA 2230;;1429;C1429EAL;NUÑEZ;COMUNA 13;;;JMAIRA@14ALCENTRO.COM.AR;WWW.14ALCENTRO.COM.AR;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.577270034027094;-58.4390786701553;893;RADIO AMERICA AM 1190;AMENABAR 23;;1426;C1426AIA;PALERMO;COMUNA 14;;4779-1190;CONTACTO@AMRADIOAMERICA.COM;WWW.ESTOESAMERICA.COM;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.58512048892497;-58.43884158989981;894;BIG BUDDHA;CABRERA, JOSE A. 5671;;1414;C1414BHE;PALERMO;COMUNA 14;;4776-3323;INFO@BIGBUDDHAIN.COM;WWW.BIGBUDDHA.TV;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.59345269884979;-58.401366423182445;895;RADIO RIVADAVIA AM 630;ARENALES 2467;;1124;C1124AAM;RECOLETA;COMUNA 2;;5219-4744;INFO@RIVADAVIA.COM.AR;WWW.RIVADAVIA.COM.AR;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.60820754068124;-58.37830127152333;896;RADIO CONTINENTAL AM 590;RIVADAVIA AV. 835;PB;1002;C1002AAG;SAN NICOLAS;COMUNA 1;;4338-4250;COMERCIAL@CONTINENTAL.COM.AR;WWW.CONTINENTAL.COM.AR;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.585411416412754;-58.42890808291804;897;RADIO 10 AM 710;URIARTE 1899;;1414;C1414DAU;PALERMO;COMUNA 14;;4833-8800/58;DIRECTOR@RADIO10.COM.AR;HTTP://RADIO10.INFOBAE.COM/;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.59587413979983;-58.40531287153293;898;RADIO MITRE AM 790;MANSILLA, LUCIO NORBERTO, GENERAL 2668;;1425;C1425BPD;RECOLETA;COMUNA 2;;5777-1500/04;INFO@RADIOMITRE.COM.AR;WWW.CIENRADIOS.COM.AR/ARGENTINA/MITRE_AM790/HOME;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.60163089184298;-58.37670228998343;899;RADIO NACIONAL AM 870;MAIPU 555;;1006;C1006ACE;SAN NICOLAS;COMUNA 1;;4325-9100;PORTAL@RADIONACIONAL.GOV.AR;WWW.RADIONACIONAL.COM.AR;RADIO LOCAL (AM Y FM);SECRETARIA DE LA COMUNICACION PUBLICA;GENERAL;ESTADO NACIONAL;
-34.61381720141117;-58.369571448367886;900;LA RED AM 910;PASEO COLON AV. 505;PISO 1;1063;C1063ACF;MONSERRAT;COMUNA 1;;4349-4900;INFO@RADIOLARED.COM.AR;WWW.RADIOLARED.MULTIMEDIOSAMERICA.COM.AR/HOME.ASPX;RADIO LOCAL (AM Y FM);NONE;NONE;PRIVADO;
-34.605367766748735;-58.388585025559074;901;RADIO DE LA CIUDAD AM 1110;SARMIENTO 1551;PISO 8;1042;C1042ABC;SAN NICOLAS;COMUNA 1;;5371-4638;LAONCEDIEZ@GMAIL.COM;WWW.BUENOSAIRES.GOV.AR/RADIOCIUDAD;RADIO LOCAL (AM Y FM);SECRETARIA DE MEDIOS;GENERAL;ESTADO MUNICIPAL;
-34.583566490017944;-58.43697712871211;902;BLUE FM 100.7;HONDURAS 5691;;1414;C1414BNE;PALERMO;COMUNA 14;;4010-7116;;HTTP://BLUEFM.COM.AR/;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.586452712936335;-58.4395807738435;903;X4 FM 104.3;VEGA, NICETO, CNEL. AV. 5635;;1414;C1414BFE;PALERMO;COMUNA 14;;4899-4040;X4RADIO@DATAFULL.COM;WWW.X4RADIO.COM;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.637298498793726;-58.40914740291598;904;FM PATRICIOS FM 95.5;24 DE NOVIEMBRE 2273;;1242;C1242AAU;PARQUE PATRICIOS;COMUNA 4;;4912-6666/67;;WWW.FM955.COM.AR;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.5814713631474;-58.43907722784432;905;RADIO PALERMO FM 94.7;RAVIGNANI, EMILIO, DR. 1732;;1414;C1414CPP;PALERMO;COMUNA 14;;4899-1672;INFO@RADIOPALERMO.COM.AR;WWW.RADIOPALERMO.COM.AR;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.60463910990286;-58.43044954043205;906;FM LA TRIBU FM 88.7;LAMBARE 873;;1185;C1185ABA;ALMAGRO;COMUNA 5;;4864-0489 / 4866-1095;COMUNICACION@FMLATRIBU.COM;WWW.FMLATRIBU.COM;RADIO LOCAL (AM Y FM);NONE;GENERAL;ONG;
-34.59457355887791;-58.386847802635145;907;RADIO UBA FM 87.9;ARENALES 1371;;1061;C1061AAM;RETIRO;COMUNA 1;;4813-8161;OYENTES@REC.UBA.AR;WWW.UBA.AR/RADIOUBA;RADIO LOCAL (AM Y FM);UNIVERSIDAD DE BUENOS AIRES.;GENERAL;ESTADO NACIONAL;
-34.61128256180476;-58.38744772985797;908;LA RADIO DE LAS MADRES AM 530;SAENZ PE�A, LUIS, PRES. 210;;1110;C1110AAF;MONSERRAT;COMUNA 1;;5277-2868/69;RADIO@MADRES.ORG;WWW.MADRES.ORG;RADIO LOCAL (AM Y FM);NONE;GENERAL;ONG;
-34.583566699757014;-58.436976323893965;909;ASPEN CLASSIC FM 102.3;HONDURAS 5663;;1414;C1414BNE;PALERMO;COMUNA 14;;4778-9120/6509;ASPENCLASSIC@FMASPEN.COM;WWW.FMASPEN.COM;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.65196104825695;-58.41477640435572;910;RADIO GENERAL BELGRANO AM 840;TRAFUL 3834;;1437;C1437HML;NUEVA POMPEYA;COMUNA 4;;4912-0497;AM840GENERALBELGRANO@HOTMAIL.COM;WWW.AM840GENERALBELGRANO.COM;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.59008270255263;-58.386302341948664;911;BAZAR TV NEWS;MONTEVIDEO 1780;;1021;C1021AAD;RECOLETA;COMUNA 2;;;INFO@BAZARTV.COM;WWW.BAZARTV.COM;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.60819913599479;-58.378164557291726;912;RADIO EL MUNDO AM 1070;RIVADAVIA AV. 825;;1002;C1002AAG;SAN NICOLAS;COMUNA 1;;4363-0071/72/73;INFO@RADIOELMUNDO.COM.AR;WWW.RADIOELMUNDO.COM.AR;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.59716720384505;-58.37532520419471;913;FM IDENTIDAD FM 92.1;FLORIDA 935;;1005;C1005AAS;RETIRO;COMUNA 1;;5246-0240;CONTACTO@FMIDENTIDAD.COM;WWW.FMIDENTIDAD.COM;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.5859972501384;-58.407837877055414;914;BASTIANA FILMS;DIAZ, CNEL. AV. 2277;PISO 12 DPTO A;1425;C1425DQI;RECOLETA;COMUNA 2;;4824-0776;JOANA.DOLESSI@BASTIANAFILMS.COM;WWW.BASTIANAFILMS.COM;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.60542582947195;-58.4075651075297;915;RADIO JAI FM 96.3;GOMEZ, VALENTIN 2950;PISO 3;1191;C1191AAD;BALVANERA;COMUNA 3;;4862-1443;JAICOM@RADIOJAI.COM.AR;WWW.RADIOJAI.COM.AR/ONLINE;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.585246666064464;-58.426810469882554;916;BANDA APARTE;THAMES 2005;;1425;C1425FIA;PALERMO;COMUNA 14;;4776-5191;INFO@BANDAAPARTE.COM;WWW.BANDAAPARTE.COM;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.5746455290684;-58.44744911544675;917;AZTECA FILMS;LACROZE, FEDERICO AV. 2886;;1426;C1426CQO;COLEGIALES;COMUNA 13;;4551-8064;INFO@AZTEKAFILMS.COM.AR;WWW.AZTEKAFILMS.COM.AR;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.60163089184298;-58.37670228998343;918;CLASICA NACIONAL FM 96.7;MAIPU 555;;1006;C1006ACE;SAN NICOLAS;COMUNA 1;;4325-9100;PORTAL@RADIONACIONAL.GOV.AR;HTTP://CLASICA.RADIONACIONAL.COM.AR/;RADIO LOCAL (AM Y FM);SECRETARIA DE MEDIOS;GENERAL;ESTADO NACIONAL;
-34.597002661012446;-58.414262111888036;919;AZPEITIA CINE;BILLINGHURST 1087;;1174;C1174ABS;RECOLETA;COMUNA 2;;4963-2120;AZPEITIACINE@AZPEITIACINE.COM.AR;WWW.AZPEITIACINE.COM.AR;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.60163089184298;-58.37670228998343;921;NACIONAL FOLKLORICA FM 98.7;MAIPU 555;;1006;C1006ACE;SAN NICOLAS;COMUNA 1;;4325-9100;PORTAL@RADIONACIONAL.GOV.AR;HTTP://FOLKLORICA.RADIONACIONAL.COM.AR/;RADIO LOCAL (AM Y FM);SECRETARIA DE MEDIOS;GENERAL;ESTADO NACIONAL;
-34.5813715635792;-58.454551201315915;922;LETRA IMPRESA GRUPO EDITOR;PALPA 3672;;1427;C1427EBD;CHACARITA;COMUNA 15;;4552-9533 / 4553-0155;;WWW.LETRAIMPRESA.COM.AR;EDITORIAL;NONE;GENERAL;PRIVADO;
-34.57897761656144;-58.403905575079996;923;ASST;CASTEX 3217;;1425;C1425CDC;PALERMO;COMUNA 14;;4806-8112;;WWW.ASST.COM.AR;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.60545866247655;-58.38906869369727;924;ONDA LATINA AM 1010;SARMIENTO 1586;PISO 6 DPTO E;1042;C1042ABD;SAN NICOLAS;COMUNA 1;;4372-2841/3061;CONTACTOAM1010@YAHOO.COM.AR;WWW.AM1010ONDALATINA.COM.AR;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.59951090227904;-58.417696689569524;925;ARMADO FILMS;BULNES 1047;;1176;C1176ABS;ALMAGRO;COMUNA 5;;;;WWW.ARMADOFILMS.COM.AR;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.623332474837;-58.36802116555074;926;EDITORIAL DISTAL;PASEO COLON AV. 1350;;1063;C1063ADN;SAN TELMO;COMUNA 1;;;;WWW.DISTALNET.COM;EDITORIAL;NONE;GENERAL;PRIVADO;
-34.57980139716438;-58.40785333655597;927;EDITORIAL ALBATROS;SALGUERO, JERONIMO 2745;PISO 5 DPTO 51;1425;C1425DEL;PALERMO;COMUNA 14;;4807-2030;;WWW.ALBATROS.COM.AR;EDITORIAL;NONE;GENERAL;PRIVADO;
-34.59007296952877;-58.44028429770284;928;ARGENTINA CINE;DARWIN 1154;PISO 2 DPTO E;1414;C1414CUX;VILLA CRESPO;COMUNA 15;;4858-0099 / 0568;INFO@ARGENTINACINE.COM;WWW.ARGENTINACINE.COM;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.60161629021395;-58.38702524240564;929;EDICIONES DEL ARROYO;TUCUMAN 1427;PISO 3 DPTO 308;1050;C1050AAC;SAN NICOLAS;COMUNA 1;;4372-8589;VENTAS@EDDELARROYO.COM.AR;FACEBOOK EDICIONES DEL ARROYO;EDITORIAL;NONE;GENERAL;PRIVADO;
-34.552295724603056;-58.45772199280112;930;ENCUADRE S.A.;3 DE FEBRERO 2841;;1429;C1429BFA;NUÑEZ;COMUNA 13;;4787-3500 / 4785 / 3455;ENCUADRE@ENCUADRE.COM.AR;WWW.ENCUADRE.COM.AR;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.58013244405346;-58.45083867763133;931;VORTERIX FM 103.1;LACROZE, FEDERICO AV. 3455;;1426;C1426CQH;COLEGIALES;COMUNA 13;;4555-4500;VORTERIXUNO@SION.COM;WWW.VORTERIX.COM/HOME;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.61092117536264;-58.38291631484387;932;EDITORIAL LEVIATAN;ALSINA, ADOLFO 1170;PISO 511;1088;C1088AAF;MONSERRAT;COMUNA 1;;4381-7947 / 0453;;WWW.E-LEVIATAN.COM.AR;EDITORIAL;NONE;GENERAL;PRIVADO;
-34.579763408652425;-58.43526266323681;933;AIKE SUR;CARRANZA, ANGEL JUSTINIANO 2038;;1414;C1414COZ;PALERMO;COMUNA 14;;4771-6103;INFO@AIKESUR.COM;WWW.AIKESUR.COM;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.60155777395298;-58.373919072283584;934;RADIO SPLENDID AM 990;SAN MARTIN 569;PISO 2 DPTO 6;1004;C1004AAK;SAN NICOLAS;COMUNA 1;;4893-1701/02;INFO@SPLENDID990.COM.AR;WWW.SPLENDID990.COM.AR;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.55793837052784;-58.465248659079215;935;AD-ONE;UGARTE, MANUEL 2783;;1428;C1428BSQ;BELGRANO;COMUNA 13;;4896-0554 / 4896 / 0392;;;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.601972036504904;-58.42246289912938;936;PARADISO EDICIONES;ACUÃ‘A DE FIGUEROA, FRANCISCO 786;;1180;C1180AAN;ALMAGRO;COMUNA 5;;4862-9167;;WWW.PARADISOEDICIONES.COM.AR;EDITORIAL;NONE;GENERAL;PRIVADO;
-34.57664740251894;-58.45209474456856;937;RADIO 9 LA DEPORTIVA AM 950;CONDE 935;;1426;C1426AYS;COLEGIALES;COMUNA 13;;4010-7127;;WWW.RADIO9AM.COM;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.57116645478967;-58.44897119225802;938;ARMONIZATE MEDIA;AGUILAR 2612;;1426;C1426DSN;COLEGIALES;COMUNA 13;;4787-6414;;WWW.PRODUCTORAARMONIZATEMEDIA.COM;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.596281207076686;-58.425813964570494;939;EDITORIAL MODALITE;PRINGLES 1321;;1183;C1183AEY;PALERMO;COMUNA 14;;4866-3668;EDITORIAL@MODALITE.COM.AR;WWW.MODALITE.COM;EDITORIAL;NONE;GENERAL;PRIVADO;
-34.64072480153143;-58.38756995717867;940;DONN S.A.;CORTEJARENA, JOSE A. 1862;;1281;C1281AAB;BARRACAS;COMUNA 4;;4301-4985;DONNSA@DONNSA.COM.AR;WWW.DONNSA.COM.AR;EDITORIAL;NONE;NONE;PRIVADO;
-34.59664368123967;-58.43389586267272;941;NUTS STUDIO S.A.;SCALABRINI ORTIZ, RAUL AV. 764;PISO 3;1414;C1414DNU;VILLA CRESPO;COMUNA 15;;4777-0295 / 0271;;WWW.NUTSTUDIO.COM;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.60095952643461;-58.395383145842715;942;EDITORIAL ESTELLA - EDUCAR PARA LA LIBERTAD;VIAMONTE 1984;;1056;C1056ABD;BALVANERA;COMUNA 3;;4374-0346;;WWW.EDITORIALSTELLA.COM.AR;EDITORIAL;NONE;GENERAL;PRIVADO;
-34.55704728859815;-58.469347581755095;943;HYPNOSIS FILMS;CONESA 3053;;1429;C1429ALC;NUÑEZ;COMUNA 13;;4545-2600;INFO@HYPNOSISFILMS.COM.AR;WWW.HYPNOSISFOLMS.COM.AR;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.60315231678929;-58.38941329439763;944;RADIO DEL PUEBLO AM 830;MONTEVIDEO 497;PISO 3;1019;C1019ABI;SAN NICOLAS;COMUNA 1;;5272-2246/47/48;GERENCIA@AMRADIODELPUEBLO.COM.AR;WWW.AMRADIODELPUEBLO.COM.AR;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.61611702855475;-58.370305864575286;945;DOS EDITORES/DOS TINTAS S.A.;BALCARCE 711;;1064;C1064AAO;SAN TELMO;COMUNA 1;;4361-8794 / 4361-8768;INFO@DOSEDITORES.COM;WWW.DOSEDITORES.COM;EDITORIAL;NONE;NONE;PRIVADO;
-34.62195911025976;-58.376813965516355;946;EDITORIAL ERA NACIENTE;SAN JUAN AV. 777;;1147;C1147AAF;SAN TELMO;COMUNA 1;;5031-5400;EDITORIPRINCIPIANTES@FIBERTEL.COM.AR;WWW.PARAPRINCIPIANTES.COM;EDITORIAL;NONE;GENERAL;PRIVADO;
-34.614246829477295;-58.37326306607844;947;ESPACIO EDITORIAL;BOLIVAR 547;PISO 3 DPTO 1;1066;C1066AAK;MONSERRAT;COMUNA 1;;4331-1945;ESPACIOEDIT@CIUDAD.COM.AR;WWW.ESPACIOEDITORIAL.COM.AR;EDITORIAL;NONE;GENERAL;PRIVADO;
-34.600634243419826;-58.38873140311841;948;CONSEJO PROFESIONAL DE CIENCIAS ECONOMICAS DE LA CAPITAL FEDERAL;VIAMONTE 1549;;1055;C1055ABC;SAN NICOLAS;COMUNA 1;;6009-1600;CONSEJO@CONSEJO.ORG.AR;WWW.CONSEJO.ORG.AR;EDITORIAL;NONE;GENERAL;PRIVADO;
-34.609345950317675;-58.38576114462864;949;EDICIONES MANANTIAL;DE MAYO AV. 1365;PISO 6;1085;C1085ABD;MONSERRAT;COMUNA 1;;4383-6059;INFO@EMANANTIAL.COM.AR;WWW.EMANANTIAL.COM.AR;EDITORIAL;NONE;GENERAL;PRIVADO;
-34.605681653003195;-58.38215484120731;950;RADIO COOPERATIVA AM 770;CERRITO 242;PB DPTO B;1010;C1010AAF;SAN NICOLAS;COMUNA 1;;5252-0741/42/43;CONTACTO@RADIOCOOPERATIVA.COM.AR;WWW.RADIOCOOPERATIVA.COM.AR;RADIO LOCAL (AM Y FM);NONE;GENERAL;ONG;
-34.59636072096131;-58.370430203198254;951;FERNANDO MARIN PRODUCCIONES;MADERO, EDUARDO AV. 942;;1106;C1106ACW;RETIRO;COMUNA 1;;4313-4248;CONTACT@FERNANDOMARIN.COM;WWW.FERNANDOMARIN.COM;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.57484959609551;-58.439108739028036;952;ALFAGRAMA EDICIONES;ZAPATA 160;;1426;C1426AEB;PALERMO;COMUNA 14;;;NOVEDADES@ALFAGRAMA.COM.AR;WWW.ALFAGRAMA.COM.AR;EDITORIAL;NONE;GENERAL;PRIVADO;
-34.60264158558773;-58.4349389211727;953;ALPHA CHANNEL;FRIAS, EUSTAQUIO, TTE. GENERAL 263;PISO 10 DPTO 78;1414;C1414DVE;VILLA CRESPO;COMUNA 15;;156373-2304 / 156552-8404;INFO@ALPHACHANNEL.COM.AR;WWW.ALPHACHANNEL.COM.AR;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.537018466817266;-58.469083361255684;954;AMADEO DIGITAL;3 DE FEBRERO 4856;;1429;C1429BHL;NUÑEZ;COMUNA 13;;4701-2912;INFO@AMADEODIGITAL.COM.AR;WWW.AMADEODIGITAL.COM.AR;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.5980741659487;-58.38447091530963;955;AMORRORTU EDITORES;PARAGUAY 1225;PISO 7;1057;C1057AAS;RETIRO;COMUNA 1;;4816-5812;;WWW.AMORRORTUEDITORES.COM;EDITORIAL;NONE;GENERAL;PRIVADO;
-34.59732780745775;-58.3769623546304;956;ARCA DIFUSION;MAIPU 916;PISO 3 DPTO B;1006;C1006ACN;RETIRO;COMUNA 1;;4313-4113;INFO@ARCADIFUSION.COM.AR;WWW.ARCADIFUSION.COM.AR;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.61680597008091;-58.37736065786966;957;COSMOPOLITA;PIEDRAS 744;;1070;C1070AAP;SAN TELMO;COMUNA 1;;4361-8925 / 4361-8049;COSMOPOLITA09@YAHOO.COM.AR;WWW.ED-COSMOPOLITA.COM.AR;EDITORIAL;NONE;GENERAL;PRIVADO;
-34.591249812749;-58.43291825315902;958;AREA 54 FILMS;VEGA, NICETO, CNEL. 4932;PISO 1;1414;C1414BEH;PALERMO;COMUNA 14;;4899-2253;INFO@AREA54FILMS.COM;WWW.AREA54FILMS.COM;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.5787888588172;-58.43786468684865;959;AREA DIGITAL;AREVALO 1977;;1414;C1414CQM;PALERMO;COMUNA 14;;4771-7200;PRODUCCION@AREADIGITAL.TV;WWW.AREADIGITAL.TV;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.59996724917207;-58.40891771519076;960;EDITORIAL ISRAELITA BNEI SHOLEM;ANCHORENA, TOMAS MANUEL DE, DR. 762;;1170;C1170ACN;BALVANERA;COMUNA 3;LU A JU 9 A 18:45 / VI 9 A 2 ANTES DE SHABAT;4962-9831;EDITORIAL@BNESHOLEM.COM.AR;;EDITORIAL;NONE;GENERAL;NONE;
-34.61363020526434;-58.371507575320805;961;AM 750;VENEZUELA 370;PISO 2;1095;C1095AAH;MONSERRAT;COMUNA 1;;5354-6651;;WWW.RADIOAM750.COM.AR;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.601010695865334;-58.396448916435034;962;CRECER CREANDO;VIAMONTE 2052;;1056;C1056ABF;BALVANERA;COMUNA 3;;4372-4165;INFO@CRECERCREANDO.COM.AR;WWW.CRECERCREANDO.COM.AR;EDITORIAL;NONE;NONE;PRIVADO;
-34.57718459186925;-58.448877992411155;963;CLACK STUDIO;LACROZE, FEDERICO AV. 3106;;1426;C1426CQR;COLEGIALES;COMUNA 13;;4554-1312;INFO@CLACKSTUDIO.COM;WWW.CLACKSTUDIO.COM;PRODUCTORA AUDIOVISUAL;NONE;ADULTOS;PRIVADO;
-34.60155777395298;-58.373919072283584;964;RADIO ARGENTINA AM 570;SAN MARTIN 569;;1004;C1004AAK;SAN NICOLAS;COMUNA 1;;4893-1701;INFO@AM570RADIOARGENTINA.COM.AR;WWW.AM570RADIOARGENTINA.COM.AR/RADIO_FRONT_SMS/HOME.PHP;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.595024666263974;-58.38280211415384;965;CLYNA S.A.;CERRITO 1136;PISO 8 DPTO A;1010;C1010AAX;RETIRO;COMUNA 1;;4012-5100;;WWW.PRUADEMECUM.COM;EDITORIAL;NONE;NONE;PRIVADO;
-34.60172426794147;-58.40550786623417;966;EDITORIAL PERSPECTIVAS BET MIDRASH;TUCUMAN 2757;PISO 6 DPTO 41;1189;C1189AAA;BALVANERA;COMUNA 3;LUNES A JUEVES 9 A 18 / VIERNES 9 A 13;4963-3606 / 8756;LIBROS@JUDAICASITE.COM;WWW.JUDAICASITE.COM;EDITORIAL;NONE;GENERAL;PRIVADO;
-34.6309229494829;-58.390847147080294;967;RADIO BUENOS AIRES AM 1350;ENTRE RIOS AV. 1931;;1133;C1133AAH;PARQUE PATRICIOS;COMUNA 4;;4307-2201/05;;WWW.RADIOBUENOSAIRES.COM.AR;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
-34.60083707717823;-58.37207895061018;968;SOCIEDAD BIBLICA ARGENTINA;TUCUMAN 352;;1049;C1049AAH;SAN NICOLAS;COMUNA 1;;;SUCBAIRES@BIBLICA.ORG;WWW.SBA.ORG.AR;EDITORIAL;NONE;GENERAL;PRIVADO;
-34.605016645030645;-58.376529704624254;969;RADIO CONCEPTO AM 730;MAIPU 267;PISO 7;1084;C1084ABE;SAN NICOLAS;COMUNA 1;;4136-1050;RADIO@CONCEPTOAM.COM.AR;WWW.CONCEPTOAM.COM.AR;RADIO LOCAL (AM Y FM);NONE;GENERAL;PRIVADO;
