X;Y;ID;NOMBRE;TIPO;TIPO_NORMA;SEDE;DIRECCION;OBSERVACIONES_DIRECCION;TELEFONO;E_MAIL;FACEBOOK;WEB;ACTIVIDADE;INSTALACIO;CALLE;ALTURA;CALLE2;DIRECCION_;BARRIO;COMUNA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO
-58.4617925997478;-34.5403591537607;262;CLUB ATLETICO DEFENSORES DE BELGRANO;CLUB;CLUB;"SEDE SOCIAL Y ESTADIO JUAN PASQUALE"" , TIENEN OTRA SEDE EN PROVINCIA""";COMODORO RIVADAVIA 1450;;4702-8967;INFO@DEFEWEB.COM.AR - INSTITUCIONAL@DEFEWEB.COM.AR;;WWW.DEFEWEB.COM.AR;BOXEO, FUTBOL, GIMNASIA, NATACION, PESAS;NATATORIO - CANCHA DE FUTBOL - SALON;RIVADAVIA MARTIN, COMODORO;1450;;RIVADAVIA MARTIN, COMODORO 1450;NUÑEZ;COMUNA 13;1429;C1429DBQ
-58.5232184353585;-34.6126126801201;247;CLUB ATLETICO ESTUDIANTES;CLUB;CLUB;SECRETARIA - ESTADIO EN CASEROS, PVCIA BS AS;AV. BEIRO  5175;;4568-5510;CAESTUDIANTES@YAHOO.COM.AR;;WWW.CAESTUDIANTES.COM.AR;FUTBOL, FUTBOL FEMENINO, HANDBALL, PATIN, TAEKWONDO, KARATE DO;GIMNASIO;BEIRO, FRANCISCO AV.;5175;;BEIRO, FRANCISCO AV. 5175;VILLA DEVOTO;COMUNA 11;1419;C1419IAA
-58.4465348601279;-34.5844605894785;278;CLUB ATLETICO FENIX;CLUB DE BARRIO;CLUB_DE_BARRIO;;CONCEPCION ARENAL 3560;;4771-4657;CLUBATLETICOFENIX@YAHOO.COM.AR;;;ARTES MARCIALES, TANGO, FOLKLORE;2 SALONES - 1 CANCHA;ARENAL, CONCEPCION;3560;;ARENAL, CONCEPCION 3560;CHACARITA;COMUNA 15;1427;C1427EKD
-58.4603476633187;-34.6217676503784;217;CLUB ATLETICO INDEPENDIENTE;CLUB;CLUB;SEDE CAPITAL Y OTRAS EN PROVINCIA;BOYACA  470;;4633-5499 / 4633-7527;BOYACA@CLUBAINDEPENDIENTE.COM;CLUB ATLETICO INDEPENDIENTE EQUIPO DEPORTIVO;WWW.CLUBAINDEPENDIENTE.COM;FUTSAL, BABY, TAEKWONDO, DANZAS.;DOS VESTUARIOS Y UN BAÑO PARA DISCAPACITADOS - BUFFET CON PATIO DE COMIDAS - DOS CANCHAS DE FUTBOL 5 PARA LA ESCUELA DE FUTBOL.;BOYACA AV.;470;;BOYACA AV. 470;FLORES;COMUNA 7;1406;C1406BHH
-58.4740101924285;-34.5876702230202;279;CLUB ATLETICO LOS VIEJOS MUCHACHOS (N.O.B.);CLUB DE BARRIO;CLUB_DE_BARRIO;;AVALOS 1036;;4523-5775;;;;ARTES MARCIALES, MUSCULACION, TENIS DE MESA, TEATRO, TANGO, BABY, BASKET, VOLEY, GIMNASIA DEPORTIVA, DANZA. ACTIVIDADES CULTURALES.;3 SALONES;AVALOS;1036;;AVALOS 1036;PARQUE CHAS;COMUNA 15;1427;C1427AXN
-58.4082004659357;-34.6453598169684;298;CLUB ATLETICO PIRAÑA;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;ELIA 678;;4911-8674 4912-4494;;;;BABY, VOLEY, FUTBOL FEMENINO, FUTSAL, BOXEO, TAEKWONDO, KRA MAGAL, AERO FUNCIONAL.;;ELIA;678;;ELIA 678;PARQUE PATRICIOS;COMUNA 4;1437;C1437IQH
-58.4942765284908;-34.5622148868267;257;CLUB ATLETICO PLATENSE;CLUB;CLUB;"ANEXO ALEJANDRO MARIANI DOLAN""""";CRISOLOGO LARRALDE 5195;;4545-8358;;;WWW.CAP.ORG.AR/;FUTBOL, TENIS, VOLEY;4 CANCHAS;LARRALDE, CRISOLOGO AV.;5195;;LARRALDE, CRISOLOGO AV. 5195;SAAVEDRA;COMUNA 12;1431;C1431API
-58.4493852290269;-34.5465134445471;263;CLUB ATLETICO RIVER PLATE;CLUB;CLUB;;AV.FIGUEROA ALCORTA 7597;;4789-1200;CLUB@CARIVERPLATE.COM.AR;;WWW.CARIVERPLATE.COM.AR;BASQUET, VOLEY, HOCKEY (SOBRE CESPED - SOBRE PATINES), TENIS, NATACION, GIMNASIA, FUTBOL FEMENINO, HANDBOL, CESTOBALL, FUTSAL, WATERPOLO;;FIGUEROA ALCORTA, PRES. AV.;7597;;FIGUEROA ALCORTA, PRES. AV. 7597;BELGRANO;COMUNA 13;1428;C1428BCL
-58.38586427647;-34.6091773863617;197;CLUB ATLETICO SAN LORENZO DE ALMAGRO;CLUB;CLUB;ANEXO ADMINISTRATIVO;AVDA. MAYO 1373;;4016-2600;SOCIOS@SANLORENZO.COM.AR;SAN LORENZO EQUIPO DEPORTIVO;WWW.SANLORENZO.COM.AR;DEPARTAMENTOS DE ATENCION AL SOCIO Y PRENSA. VENTA DE ENTRADAS.;VENTA DE MERCHANDISING;DE MAYO AV.;1373;;DE MAYO AV. 1373;MONSERRAT;COMUNA 1;1085;C1085ABD
-58.4345980625639;-34.6523768244946;196;CLUB ATLETICO SAN LORENZO DE ALMAGRO;CLUB;CLUB;SEDE CIUDAD DEPORTIVA;AV. F. F. DE LA CRUZ 2145;;4918-8192;INFOCIUDAD@SANLORENZO.COM.AR;SAN LORENZO EQUIPO DEPORTIVO;WWW.SANLORENZO.COM.AR;TENIS, PATIN, NATACION, VOLEY (MASCULINO Y FEMENINO), HOCKEY SOBRE CESPED, HOCKEY SOBRE PATINES, BASQUET, FUTSAL, FUTBOL FEMENINO, FUTBOL RECREATIVO, BOWLING, RUGBY;SECTOR DE QUINCHOS Y PARRILLAS - ZONA DE TRES GRANDES NATATORIOS, UNO CLIMATIZADO - CANCHA DE FUTBOL PROFESIONAL CON MEDIDAS REGLAMENTARIAS DE 100X70 - 6 CANCHAS PARA FUTBOL AMATEUR - CANCHA DE HOCKEY SOBRE PATINES - CANCHA DE HOCKEY SOBRE CESPED - CANCH;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;2145;;FERNANDEZ DE LA CRUZ, F., GRAL. AV. 2145;FLORES;COMUNA 7;1437;C1437GZA
-58.4243442489823;-34.6360634699143;195;CLUB ATLETICO SAN LORENZO DE ALMAGRO;CLUB;CLUB;SEDE BOEDO;AV. LA PLATA 1782;;4016-2600;INFOLAPLATA@SANLORENZO.COM.AR;SAN LORENZO EQUIPO DEPORTIVO;WWW.SANLORENZO.COM.AR;NATACION, ARTES MARCIALES, STRECHING, YOGA Y GIMNASIA;NATATORIO CLIMATIZADO - GIMNASIO;LA PLATA AV.;1782;;LA PLATA AV. 1782;BOEDO;COMUNA 5;1250;C1250AAU
-58.5139326432426;-34.6336468250052;190;CLUB ATLETICO VELEZ SARSFIELD;CLUB;CLUB;ANEXO POLIDEPORTIVO;AV. JUAN B. JUSTO 8900;;4641-5663/5763/4014;VELEZSOCIOS@VELEZSARSFIELD.COM.AR;CLUB ATLETICO VELEZ SARSFIELD;WWW.VELEZSARSFIELD.COM.AR;FUTBOL PROFESIONAL Y AMATEUR, VOLEY, BASQUET, AJEDREZ, YOGA, AEROBISMO, ATLETISMO, BEISBOL, BOCHAS, BOCCHIA, CESTOBALL, GIMNASIA ACROBATICA, GIMNASIA ARTISTICA, GIMNASIA AEROBICA, GIMNASIA INTEGRAL, GIMNASIA MASCULINA MAYORES, HOCKEY SOBRE CESPED, HOCKEY;COMPLEJO ACUATICO DE VELEZ SARSFIELD: EL COMPLEJO ACUATICO POSEE DOS NATATORIOS (UNO DE LOS CUALES ES SEMI OLIMPICO) DE 12.50M X 25.00M, CUYA SUPERFICIE ES DE 312.50M3 CADA UNO. LAS PROFUNDIDADES DE LOS MISMOS SON DE 1.20M A 1.40M Y DE 1.80M A 2.00M. TAM;JUSTO, JUAN B. AV.;8900;;JUSTO, JUAN B. AV. 8900;VERSALLES;COMUNA 10;1408;C1408AKR
-58.5194205985287;-34.6338537309136;189;CLUB ATLETICO VELEZ SARSFIELD;CLUB;CLUB;CENTRAL - SEDE Y  ESTADIO JOSE AMALFITANI;AV. JUAN B. JUSTO 9200;;4641-5663/5763/4014;VELEZSOCIOS@VELEZSARSFIELD.COM.AR;CLUB ATLETICO VELEZ SARSFIELD;WWW.VELEZSARSFIELD.COM.AR;FUTBOL PROFESIONAL Y AMATEUR, VOLEY, BASQUET, AJEDREZ, YOGA, AEROBISMO, ATLETISMO, BEISBOL, BOCHAS, BOCCHIA, CESTOBALL, GIMNASIA ACROBATICA, GIMNASIA ARTISTICA, GIMNASIA AEROBICA, GIMNASIA INTEGRAL, GIMNASIA MASCULINA MAYORES, HOCKEY SOBRE CESPED, HOCKEY;ESTADIO AMALFITANI CON CAPACIDAD 49.540 ESPECTADORES.   SALON BAJO OESTE: GIMNASIO DE 35 X 15 M. PILETA DE NATACION: INVIERNO: PILETA C/GLOBO. VERANO: PILETA OLIMPICA (50 X 25 M) Y PILETA DE 25 X 16 M, TERRAZA SOLARIUM,SOLARIUM PARQUIZADO Y CONFITERIA DE;JUSTO, JUAN B. AV.;9200;;JUSTO, JUAN B. AV. 9200;LINIERS;COMUNA 9;1408;C1408AKU
-58.4062990863102;-34.6330464753626;136;CLUB BRISTOL;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;LA RIOJA 1869;;4308-5504;;;;BABY, PATIN, TAEKWONDO, TANGO;2 CANCHAS - 1 SALON;LA RIOJA;1869;;LA RIOJA 1869;PARQUE PATRICIOS;COMUNA 4;1244;C1244ABM
-58.4590225497088;-34.5366996200379;288;CLUB CENTRO NAVAL;CLUB;CLUB;SEDE NUÑEZ;AV. CANTILO Y ARROYO MEDRANO;;4701-4795 Y 4704-9272;SEDE.NUNEZ@CENTRONAVAL.ORG.AR;;WWW.CENTRONAVAL.ORG.AR;RUGBY, HOCKEY, NAUTICA;AMARRADEROS -  2 CANCHAS  DE HOCKEY DE CESPED SINTETICO Y 2 CANCHAS DE MINI-HOCKEY - 5 CANCHAS REGLAMENTARIAS DE RUGBY, 4 DE ELLAS PROVISTAS DE TORRES DE ILUMINACION PARA ENTRENAMIENTO NOCTURNO Y 3 CANCHAS DE MINI-RUGBY.;CANTILO Y ARROYO MEDRANO;AV.;;;;;;
-58.4596740779861;-34.5445604505366;169;CLUB CIUDAD DE BUENOS AIRES;CLUB;CLUB;UNICA;AV. LIBERTADOR 7501;;4703-0222;COMUNICACION@CLUBCIUDAD.ORG.AR;CLUB CIUDAD DE BUENOS AIRES - OFICIAL;WWW.CLUBCIUDAD.ORG.AR;TENIS, GOLF, PADEL, NATACION, FUTBOL, HOCKEY, HOCKEY SOBRE PATINES, RUGBY, SOFTBOL, VOLEYBOL, BOCHAS, PELOTA-PALETA, JUDO, KARATE, ESGRIMA, MUSCULACION, TANGO, FOLKLORE, SALSA, MERENGUE. COLONIA DE VACACIONES.;CANCHAS DE TENIS - CANCHAS DE PADDLE - 4 PILETAS (1 CUBIERTO) - CANCHAS DE HOCKEY Y HOCKEY SOBRE PATINES - CANCHAS DE FUTBOL - CANCHAS DE VOLEY - GIMNASIOS - CANCHA DE RUGBY - CANCHA DE SOFTBOL - CANCHA DE BOCHAS - CANCHA DE PELOTA-PALETA;DEL LIBERTADOR AV.;7501;;DEL LIBERTADOR AV. 7501;NUÑEZ;COMUNA 13;1429;C1429BMI
-58.4906455292237;-34.5970384009226;280;CLUB COMUNICACIONES;CLUB;CLUB;;AVDA. SAN MARTIN 5123;;4502-9493;ADMINISTRACION@CLUBCOMUNICACIONES.COM.AR;;;BABY FUTBOL, BASQUET, PATIN, VOLEY, FUTSAL, HANDBOL, GIMNASIA ARTISTICA, TAEKWONDO, LUCHA, HOCKEY SOBRE CESPED Y PATINES, BEISBALL, PELOTA PALETA, MUSCULACION, FUTBOL AFA, VOLEY, LUCHA;4 CANCHAS DE FUTBOL - 16 CANCHAS DE TENIS - 2 CANCHAS DE RUGBY - CANCHA DE BASQUET - NATATORIO - SALONES;SAN MARTIN AV.;5123;;SAN MARTIN AV. 5123;AGRONOMIA;COMUNA 15;1417;C1417DSL
-58.4976739270751;-34.6108778772802;299;CLUB DE AJEDREZ DE VILLA DEL PARQUE;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;SANTO TOME 3823;;;CAVPAJEDREZ@GMAIL.COM;CLUB DE AJEDREZ DE VILLA DEL PARQUE;WWW.CAVP.COM.AR;AJEDREZ;;SANTO TOME;3823;;SANTO TOME 3823;VILLA DEL PARQUE;COMUNA 11;1417;C1417GGE
-58.3840954318049;-34.6192314667557;16;CLUB DE AJEDREZ JAQUE MATE ASOCIACION CIVIL;CLUB DE BARRIO;CLUB_DE_BARRIO;;SGO. DEL ESTERO 952;;4305-5206;;;;AJEDREZ;BIBLIOTECA - 4 SALONES;SANTIAGO DEL ESTERO;952;;SANTIAGO DEL ESTERO 952;CONSTITUCION;COMUNA 1;1075;C1075AAT
-58.4110902793359;-34.571862910407;91;CLUB DE AMIGOS;CLUB;CLUB;UNICA;FIGUEROA ALCORTA 3885;;4802-3058 / 4807-4035  / 4801-1213;INFO@CLUBDEAMIGOS.ORG.AR;CLUB DE AMIGOS;WWW.CLUBDEAMIGOS.ORG.AR;BASQUET, FUTBOL, GIMNASIA, HOCKEY, ARTES MARCIALES, NATACION, RUGBY, TENIS, VOLEY, FITNESS.;CANCHAS - GIMNASIO - NATATORIOS;FIGUEROA ALCORTA, PRES. AV.;3885;;FIGUEROA ALCORTA, PRES. AV. 3885;PALERMO;COMUNA 14;1425;C1425CLE
-58.4443461658768;-34.5492724849673;264;CLUB DE CORREDORES;CLUB DE BARRIO;CLUB_DE_BARRIO;;MONROE 916;;4780-1010;CLUBDECORREDORES@CLUBDECORREDORES.COM.AR;;WWW.CLUBDECORREDORES.COM;CARRERAS DE CALLE DE ATLETISMO Y CARRERAS DE AVENTURA EN ZONAS CAMPESTRES;;MONROE;916;;MONROE 916;BELGRANO;COMUNA 13;1428;C1428BKF
-58.4894138092119;-34.6190529115857;135;CLUB DE GIMNASIA Y ESGRIMA DE VELEZ SARSFIELD;CLUB;CLUB;UNICA;JOAQUIN V. GONZALEZ 1511;;4567-6971;;;;BABY, PATIN, GIMNASIA, FOLKLORE,TAEKWONDO,FUTSAL,GIMNASIO;1 CANCHA - 2 SALONES;GONZALEZ, JOAQUIN V.;1511;;GONZALEZ, JOAQUIN V. 1511;VILLA SANTA RITA;COMUNA 11;1407;C1407DAC
-58.4988218460634;-34.6021818827831;93;CLUB DE GIMNASIA Y ESGRIMA DE VILLA DEL PARQUE;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;TINOGASTA 3455;;4501-1518 INT. 11 Y 12  FAX: 4501-2438;GEVPADMINISTRACION@FIBERTEL.COM.AR;CLUB GEVP;WWW.GEVPARQUE.ORG;BASQUET, CESTOBALL, DANZA CONTEMPORANEA, DANZA JAZZ, ZUMBA, GIMNASIA RITMICA, GIMNASIA ARTISTICA, GIMNASIA AEROBICA, GIMNASIA SUAVE, YOGA, GIMNASIO DE MUSCULACION, INDOOR CYCLING, PILATES, TANGO, FUTBOL, VOLEY MASCULINO Y FEMENINO, INICIACION DEPORTIVA,;CANCHAS - SALONES - GIMNASIOS - NATATORIOS CLIMATIZADOS;TINOGASTA;3455;;TINOGASTA 3455;VILLA DEL PARQUE;COMUNA 11;1417;C1417EIC
-58.3802363048757;-34.6116322967714;10;CLUB DE PELOTA Y ESGRIMA;CLUB DE BARRIO;CLUB_DE_BARRIO;;MORENO  981;;4342-4820;;;;PELOTA-PALETA;CANCHA DE PALETA - SALON;MORENO;981;;MORENO 981;MONSERRAT;COMUNA 1;1091;C1091AAS
-58.5212666962345;-34.636465592631;89;CLUB DEL PERSONAL DE DIRECCION DEL FERROCARRIL DOMINGO FAUSTINO SARMIENTO - FCDFS;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;RESERVISTAS ARGENTINOS 219;;4644-2360   4642-9845;CLUBFERROCARRILDFS@HOTMAIL.COM;;;FOLKLORE, TANGO, GIMNASIA FEMENINA, FUTBOL 7 Y 9, NATACION, TENIS, PELOTA PALETA, PADEL, VOLEY. ACTIVIDADES CULTURALES.;CANCHA - SALON - NATATORIO;RESERVISTAS ARGENTINOS;219;;RESERVISTAS ARGENTINOS 219;LINIERS;COMUNA 9;1408;C1408AIE
-58.4878362269922;-34.6472239111458;232;CLUB DEPORTIVO ALBERDI;CLUB DE BARRIO;CLUB_DE_BARRIO;;WHITE 1041;;4682-9737;;;;;;WHITE;1041;;WHITE 1041;PARQUE AVELLANEDA;COMUNA 9;1407;C1407IIU
-58.4680928430794;-34.655391957098;223;CLUB DEPORTIVO ESPAÑOL;CLUB;CLUB;SEDE ADMINISTRATIVA;CRISOSTOMO ALVAREZ 3932;;4637-6903;CLUBESPAÑOL@SPEEDY.COM.AR;;;BABY, FUTSAL, PATIN, VOLEY, ARTES MARCIALES, DANZA, OTROS. ACTIVIDADES CULTURALES.;;ALVAREZ, CRISOSTOMO;3932;;ALVAREZ, CRISOSTOMO 3932;PARQUE AVELLANEDA;COMUNA 9;1407;C1407HXN
-58.4728590513665;-34.6627064291378;7;CLUB DEPORTIVO ESPAÑOL;CLUB;CLUB;ANEXOS;DELLEPIANE Y ESCALADA;;S/T;CLUBESPAÑOL@SPEEDY.COM.AR;;;BABY, FUTSAL, PATIN, VOLEY, ARTES MARCIALES, DANZA, OTROS. ACTIVIDADES CULTURALES.;;DELLEPIANE, LUIS, TTE. GRAL.;;ESCALADA AV.;DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.;VILLA LUGANO;COMUNA 8;;
-58.4457126281972;-34.6178922380244;213;CLUB FERROCARRIL OESTE;CLUB;CLUB;;F. GARCIA LORCA 350;;4431-8282;INFORMESOCIOS@FERROCARRILOESTE.ORG.AR  -  FERROCAR@FIBERTEL.COM.AR;CLUB FERRO CARRIL OESTE - OFICIAL;WWW.FERROCARRILOESTE.ORG.AR;FUTBOL, VOLEY, BASQUET, GIMNASIA, NATACION, TENIS, TENIS DE MESA, HANDBOL, TAEKWONDO, JUDO, FOLKLORE, HOCKEY, AJEDREZ, BEISBOL, JUDO, GIMNASIA DEPORTIVA;7 GIMNASIOS - CANCHA DE BEISBOL - 2 NATATORIOS - 10 CANCHAS DE TENIS - SALON DE TAEKWONDO - SALON DE AJEDREZ;GARCIA LORCA, FEDERICO;350;;GARCIA LORCA, FEDERICO 350;CABALLITO;COMUNA 6;1405;C1405AHD
-58.4382064099927;-34.5933838128543;131;CLUB FULGOR DE VILLA CRESPO;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;LOYOLA 828;;4778-1511 A PARTIR DE LAS 16 HS;;;;BABY, PATIN, ARTES MARCIALES, TANGO, FOLKLORE, YOGA, AJEDREZ;1 CANCHA - 1 SALON;LOYOLA;828;;LOYOLA 828;VILLA CRESPO;COMUNA 15;1414;C1414AUR
-58.4259462361131;-34.5601335950919;24;CLUB GIMNASIA Y ESGRIMA DE BUENOS AIRES;CLUB;CLUB;SEDE SAN MARTIN;AV. FIGUEROA ALCORTA 5575;;CONMUTADOR: 4788-8400/3303/5073;INFO@GEBA.ORG.AR;GEBA - CLUB DE GIMNASIA Y ESGRIMA DE BUENOS AIRES (OFICIAL);WWW.PORTALDEGEBA.COM;AEROBICA Y LOCALIZADA - AEROBICO Y LATINO - AJEDREZ - BASQUETBOL - DEPORT TRAINING - FLEXIBILIDAD - FUTBOL CAMPEONATO INTERNO - G.A.P. - GIMNASIA ARTISTICA FEMENINA Y ACROBATICA - GIMNASIO DE MUSCULACION - GOLF - HOCKEY SOBRE CESPED FEMENINO - HOCKEY SOB;24 CANCHAS DE TENIS DE POLVO DE LADRILLO - 2 CANCHAS DE TENIS DE CEMENTO - 7 CANCHAS DE VOLEIBOL (TIPO PLAYON) - 6 CANCHAS DE MINIVOLEY - 3 CANCHAS DE FUTBOL 11 - 3 CANCHAS DE FUTBOL SINTETICO - 3 PILETAS CON MAS DE 700 M2 Y DE DISTINTAS PROFUNDIDADES AP;FIGUEROA ALCORTA, PRES. AV.;5575;;FIGUEROA ALCORTA, PRES. AV. 5575;PALERMO;COMUNA 14;1426;C1426CBF
-58.4204750187746;-34.5687506154077;25;CLUB GIMNASIA Y ESGRIMA DE BUENOS AIRES;CLUB;CLUB;SEDE ING. J. NEWBERY;MARCELINO FREYRE 3831;AV. DORREGO 3600;4777-8400;INFO@GEBA.ORG.AR;GEBA - CLUB DE GIMNASIA Y ESGRIMA DE BUENOS AIRES (OFICIAL);WWW.PORTALDEGEBA.COM;AEROBICA Y LOCALIZADA ? AJEDREZ ? ATLETISMO - FLEXIBILIDAD Y LOCALIZADA - GIMNASIO MUSCULACION - INDOOR CYCLE - INICIACION DEPORTIVA (MULTIDEPORTIVAS) - LOCALIZADA Y INTENSA - MINI GEBA  -   (MULTIDEPORTIVAS) ? NATACION - WATERPOLO - P.A.F.B. - PELOTA A;6 CANCHAS DE TENIS DE POLVO DE LADRILLO - 1 FRONTON - 1 CANCHA DE BASQUET  DE CEMENTO APTA ADEMAS PARA FUTBOL 5 - 1 CANCHA DE BASQUET DE POLVO DE LADRILLO - 1 PLAYON MULTIUSO / CANCHA SINTETICO DE MINI FUTBOL - 1 ESTADIO CON CAPACIAD  PARA 12.000 ESPECTA;FREYRE, MARCELINO E., CNEL. AV.;3831;;FREYRE, MARCELINO E., CNEL. AV. 3831;PALERMO;COMUNA 14;;
-58.3827702384402;-34.6072091707884;23;CLUB GIMNASIA Y ESGRIMA DE BUENOS AIRES;CLUB;CLUB;CENTRAL - DR. R. C. ALDAO;BARTOLOME MITRE 1149 - TTE. GRAL. J. D. PERON 1154;;4382-4395/ 0031;INFO@GEBA.ORG.AR;GEBA - CLUB DE GIMNASIA Y ESGRIMA DE BUENOS AIRES (OFICIAL);WWW.PORTALDEGEBA.COM;ACONDICIONAMIENTO FISICO - AEROBICA - AEROBICA Y LOCALIZADA - AIKIDO - AJEDREZ - BASQUETBOL - BODY COMBAT - BODY PUMP - BOXEO - BRIDGE - DANESA - DANZA JAZZ - ESGRIMA - ESGRIMA DE BASTON - FLEXIBILIDAD - FUTBOL SOCIETARIO - GIMNASIA ARTISTICA FEMENINA -;1 GRAN GIMNASIO DE 50 X 24 M. CON UNA CANCHA DE VOLEY Y UNA DE BASQUET APTAS PARA ALTA COMPETENCIA, CON GALERIA SUPERIOR PERIMETRAL ADECUADA PARA RUNNING - 2 GIMNASIOS APTOS PARA ENTRENAMIENTOS Y PRACTICA DE VOLEY Y BASQUET INFANTIL, Y UNO DE ELLOS PARA;MITRE, BARTOLOME;1149;;MITRE, BARTOLOME 1149;SAN NICOLAS;COMUNA 1;1036;C1036AAU
-58.5144369955172;-34.5987528955466;248;CLUB GIMNASIA Y ESGRIMA VILLA DEVOTO;CLUB DE BARRIO;CLUB_DE_BARRIO;;MERCEDES 4280;;4501-0218;;;;BABY, BASKET, PATIN, VOLEY, GIMNASIA DEPORTIVA, ARTES MARCIALES, TEATRO, CORO, ESGRIMA;GIMASIO - CANCHA DE PADDLE - 2 SALONES;MERCEDES;4280;;MERCEDES 4280;VILLA DEVOTO;COMUNA 11;1419;C1419BGN
-58.4453936620661;-34.5471143299237;272;CLUB HIPICO ARGENTINO;CLUB;CLUB;UNICA;FIGUEROA ALCORTA 7285;;4787-1003;;;WWW.CLUBHIPICOARGENTINO.ORG.AR;HIPISMO - ESCUELA DE EQUITACION - GIMNASIA - NATACION;1 PISTA DE CESPED, CABALLERIZAS PARA 300 EQUINOS, VARIAS PISTAS DE ARENA, Y UN PICADERO CUBIERTO CON CAPACIDAD PARA 5000 ESPECTADORES. OTRAS COMODIDADES SON: UNA IMPORTANTE SEDE SOCIAL, UNA PILETA OLIMPICA, UN GIMNASIO Y SOLARIUM.;FIGUEROA ALCORTA, PRES. AV.;7285;;FIGUEROA ALCORTA, PRES. AV. 7285;BELGRANO;COMUNA 13;1428;C1428BCI
-58.4586688212857;-34.5731111366076;265;CLUB JUVENTUD DE BELGRANO;CLUB DE BARRIO;CLUB_DE_BARRIO;;VIRREY AVILES 3167;;4553-6266;;;;BABY FUTBOL, VOLEY, PATIN, ARTES MARCIALES. ACTIVIDADES CULTURALES.;1 CANCHA - 2 SALONES;AVILES, VIRREY;3167;;AVILES, VIRREY 3167;COLEGIALES;COMUNA 13;1426;C1426EEE
-58.4614711509137;-34.5451562583702;144;CLUB JUVENTUD DE NUÑEZ;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;11 DE SEPTIEMBRE 3635;;4703-1879;;;;BOXEO, TAEKWONDO, PILATES;2 SALONES;11 DE SEPTIEMBRE DE 1888;3635;;11 DE SEPTIEMBRE DE 1888 3635;NUÑEZ;COMUNA 13;1429;C1429BIQ
-58.5273515697263;-34.6307649403797;239;CLUB LINIERS NORTE SOCIAL, CULTURAL Y DEPORTIVO;CLUB DE BARRIO;CLUB_DE_BARRIO;;GANA 687;;4641-6138;;;;GIMNASIA, ARTES MARCIALES, PESCA. ACTIVIDADES CULTURALES.;2 SALONES;GANA;687;;GANA 687;VERSALLES;COMUNA 10;1408;C1408BNK
-58.408729244824;-34.651485124597;134;CLUB MIRIÑAQUE;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;LYNCH 3471;;4911-1029;;;;TAEKWONDO, GIMNASIA DEPORTIVA, BABY, FUTSAL, BASKET, PATIN, VOLEY, YOGA;1 CANCHA - 2 SALONES;LYNCH;3471;;LYNCH 3471;NUEVA POMPEYA;COMUNA 4;1437;C1437HOA
-58.4954493433047;-34.6238012086446;75;CLUB MITRE;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;SEGUROLA 1332;;4567-8185;CLUBMITRE@HOTMAIL.COM;CLUB SOCIAL Y DEPORTIVO MITRE;;BABY FUTBOL, PATIN ARTISTICO, TAEKWONDO,TANGO, FOLKLORE;CANCHA - SALON;SEGUROLA AV.;1332;;SEGUROLA AV. 1332;VELEZ SARSFIELD;COMUNA 10;1407;C1407AOB
-58.4242228507046;-34.5980172576993;211;CLUB NAUTICO HACOAJ;CLUB;CLUB;SEDE CAPITAL, TIENE OTRAS TRES SEDES EN PROVINCIA;AV. ESTADO DE ISRAEL 4156;;4863-2121;HACOAJ@HACOAJ.ORG.AR;CLUB NAUTICO HACOAJ - SITIO OFICIAL ORGANIZACION SIN FINES DE LUCRO;WWW.HACOAJ.ORG.AR;FUTBOL 5, VOLEY, GIMNASIA, GIMNASIA DEPORTIVA, HANDBOL, PATIN, OTROS.;2 GIMNASIOS CUBIERTOS DOBLES - 1 GIMNASIO DE ENTRENAMIENTO - 1 GIMNASIO DE CAPACITACION - 2 SALONES DE USOS MULTIPLES - CONFITERIA - TATAMI DE JUDO - AULAS - SALONES DE REUNION - OFICINAS ADMINISTRATIVAS Y DE GESTION;ESTADO DE ISRAEL AV.;4156;;ESTADO DE ISRAEL AV. 4156;ALMAGRO;COMUNA 5;1185;C1185AAN
-58.434349118353;-34.6236708658365;94;CLUB OESTE;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;JOSE M. MORENO 446;;4923-7509;CLUBOESTE2003@YAHOO.COM.AR;CLUB-OESTE CABALLITO;WWW.WEBCLUBOESTE.COM.AR;ARABE, BASQUET, AXE, DANZA, GIM ARTICULAR, ESCUELA DE FUTBOL, FUTBOL INFANTIL, GIM. ARTISTICA, NINJUTSU, PATIN ESCUELA, TAEKWONDO, KARATE, TANGO, VOLEY ADULTOS, TAI-CHI-CHUAN, YOGA TT, SALSA. ACTIVIDADES CULTURALES.;CANCHAS - SALONES;MORENO, JOSE MARIA AV.;446;;MORENO, JOSE MARIA AV. 446;CABALLITO;COMUNA 6;1424;C1424AAR
